DateKey,Date,Year,Month,MonthName,Quarter,DayOfWeek,DayOfMonth,WeekOfYear,IsWeekend
366,2008-12-31,2008,12,December,4,Wednesday,31,1,False
367,2009-01-01,2009,1,January,1,Thursday,1,1,False
368,2009-01-02,2009,1,January,1,Friday,2,1,True
369,2009-01-03,2009,1,January,1,Saturday,3,1,True
370,2009-01-04,2009,1,January,1,Sunday,4,1,False
371,2009-01-05,2009,1,January,1,Monday,5,2,False
372,2009-01-06,2009,1,January,1,Tuesday,6,2,False
373,2009-01-07,2009,1,January,1,Wednesday,7,2,False
374,2009-01-08,2009,1,January,1,Thursday,8,2,False
375,2009-01-09,2009,1,January,1,Friday,9,2,True
376,2009-01-10,2009,1,January,1,Saturday,10,2,True
377,2009-01-11,2009,1,January,1,Sunday,11,2,False
378,2009-01-12,2009,1,January,1,Monday,12,3,False
379,2009-01-13,2009,1,January,1,Tuesday,13,3,False
380,2009-01-14,2009,1,January,1,Wednesday,14,3,False
381,2009-01-15,2009,1,January,1,Thursday,15,3,False
382,2009-01-16,2009,1,January,1,Friday,16,3,True
383,2009-01-17,2009,1,January,1,Saturday,17,3,True
384,2009-01-18,2009,1,January,1,Sunday,18,3,False
385,2009-01-19,2009,1,January,1,Monday,19,4,False
386,2009-01-20,2009,1,January,1,Tuesday,20,4,False
387,2009-01-21,2009,1,January,1,Wednesday,21,4,False
388,2009-01-22,2009,1,January,1,Thursday,22,4,False
389,2009-01-23,2009,1,January,1,Friday,23,4,True
390,2009-01-24,2009,1,January,1,Saturday,24,4,True
391,2009-01-25,2009,1,January,1,Sunday,25,4,False
392,2009-01-26,2009,1,January,1,Monday,26,5,False
393,2009-01-27,2009,1,January,1,Tuesday,27,5,False
394,2009-01-28,2009,1,January,1,Wednesday,28,5,False
395,2009-01-29,2009,1,January,1,Thursday,29,5,False
396,2009-01-30,2009,1,January,1,Friday,30,5,True
397,2009-01-31,2009,1,January,1,Saturday,31,5,True
398,2009-02-01,2009,2,February,1,Sunday,1,5,False
399,2009-02-02,2009,2,February,1,Monday,2,6,False
400,2009-02-03,2009,2,February,1,Tuesday,3,6,False
401,2009-02-04,2009,2,February,1,Wednesday,4,6,False
402,2009-02-05,2009,2,February,1,Thursday,5,6,False
403,2009-02-06,2009,2,February,1,Friday,6,6,True
404,2009-02-07,2009,2,February,1,Saturday,7,6,True
405,2009-02-08,2009,2,February,1,Sunday,8,6,False
406,2009-02-09,2009,2,February,1,Monday,9,7,False
407,2009-02-10,2009,2,February,1,Tuesday,10,7,False
408,2009-02-11,2009,2,February,1,Wednesday,11,7,False
409,2009-02-12,2009,2,February,1,Thursday,12,7,False
410,2009-02-13,2009,2,February,1,Friday,13,7,True
411,2009-02-14,2009,2,February,1,Saturday,14,7,True
412,2009-02-15,2009,2,February,1,Sunday,15,7,False
413,2009-02-16,2009,2,February,1,Monday,16,8,False
414,2009-02-17,2009,2,February,1,Tuesday,17,8,False
415,2009-02-18,2009,2,February,1,Wednesday,18,8,False
416,2009-02-19,2009,2,February,1,Thursday,19,8,False
417,2009-02-20,2009,2,February,1,Friday,20,8,True
418,2009-02-21,2009,2,February,1,Saturday,21,8,True
419,2009-02-22,2009,2,February,1,Sunday,22,8,False
420,2009-02-23,2009,2,February,1,Monday,23,9,False
421,2009-02-24,2009,2,February,1,Tuesday,24,9,False
422,2009-02-25,2009,2,February,1,Wednesday,25,9,False
423,2009-02-26,2009,2,February,1,Thursday,26,9,False
424,2009-02-27,2009,2,February,1,Friday,27,9,True
425,2009-02-28,2009,2,February,1,Saturday,28,9,True
426,2009-03-01,2009,3,March,1,Sunday,1,9,False
427,2009-03-02,2009,3,March,1,Monday,2,10,False
428,2009-03-03,2009,3,March,1,Tuesday,3,10,False
429,2009-03-04,2009,3,March,1,Wednesday,4,10,False
430,2009-03-05,2009,3,March,1,Thursday,5,10,False
431,2009-03-06,2009,3,March,1,Friday,6,10,True
432,2009-03-07,2009,3,March,1,Saturday,7,10,True
433,2009-03-08,2009,3,March,1,Sunday,8,10,False
434,2009-03-09,2009,3,March,1,Monday,9,11,False
435,2009-03-10,2009,3,March,1,Tuesday,10,11,False
436,2009-03-11,2009,3,March,1,Wednesday,11,11,False
437,2009-03-12,2009,3,March,1,Thursday,12,11,False
438,2009-03-13,2009,3,March,1,Friday,13,11,True
439,2009-03-14,2009,3,March,1,Saturday,14,11,True
440,2009-03-15,2009,3,March,1,Sunday,15,11,False
441,2009-03-16,2009,3,March,1,Monday,16,12,False
442,2009-03-17,2009,3,March,1,Tuesday,17,12,False
443,2009-03-18,2009,3,March,1,Wednesday,18,12,False
444,2009-03-19,2009,3,March,1,Thursday,19,12,False
445,2009-03-20,2009,3,March,1,Friday,20,12,True
446,2009-03-21,2009,3,March,1,Saturday,21,12,True
447,2009-03-22,2009,3,March,1,Sunday,22,12,False
448,2009-03-23,2009,3,March,1,Monday,23,13,False
449,2009-03-24,2009,3,March,1,Tuesday,24,13,False
450,2009-03-25,2009,3,March,1,Wednesday,25,13,False
451,2009-03-26,2009,3,March,1,Thursday,26,13,False
452,2009-03-27,2009,3,March,1,Friday,27,13,True
453,2009-03-28,2009,3,March,1,Saturday,28,13,True
454,2009-03-29,2009,3,March,1,Sunday,29,13,False
455,2009-03-30,2009,3,March,1,Monday,30,14,False
456,2009-03-31,2009,3,March,1,Tuesday,31,14,False
457,2009-04-01,2009,4,April,2,Wednesday,1,14,False
458,2009-04-02,2009,4,April,2,Thursday,2,14,False
459,2009-04-03,2009,4,April,2,Friday,3,14,True
460,2009-04-04,2009,4,April,2,Saturday,4,14,True
461,2009-04-05,2009,4,April,2,Sunday,5,14,False
462,2009-04-06,2009,4,April,2,Monday,6,15,False
463,2009-04-07,2009,4,April,2,Tuesday,7,15,False
464,2009-04-08,2009,4,April,2,Wednesday,8,15,False
465,2009-04-09,2009,4,April,2,Thursday,9,15,False
466,2009-04-10,2009,4,April,2,Friday,10,15,True
467,2009-04-11,2009,4,April,2,Saturday,11,15,True
468,2009-04-12,2009,4,April,2,Sunday,12,15,False
469,2009-04-13,2009,4,April,2,Monday,13,16,False
470,2009-04-14,2009,4,April,2,Tuesday,14,16,False
471,2009-04-15,2009,4,April,2,Wednesday,15,16,False
472,2009-04-16,2009,4,April,2,Thursday,16,16,False
473,2009-04-17,2009,4,April,2,Friday,17,16,True
474,2009-04-18,2009,4,April,2,Saturday,18,16,True
475,2009-04-19,2009,4,April,2,Sunday,19,16,False
476,2009-04-20,2009,4,April,2,Monday,20,17,False
477,2009-04-21,2009,4,April,2,Tuesday,21,17,False
478,2009-04-22,2009,4,April,2,Wednesday,22,17,False
479,2009-04-23,2009,4,April,2,Thursday,23,17,False
480,2009-04-24,2009,4,April,2,Friday,24,17,True
481,2009-04-25,2009,4,April,2,Saturday,25,17,True
482,2009-04-26,2009,4,April,2,Sunday,26,17,False
483,2009-04-27,2009,4,April,2,Monday,27,18,False
484,2009-04-28,2009,4,April,2,Tuesday,28,18,False
485,2009-04-29,2009,4,April,2,Wednesday,29,18,False
486,2009-04-30,2009,4,April,2,Thursday,30,18,False
487,2009-05-01,2009,5,May,2,Friday,1,18,True
488,2009-05-02,2009,5,May,2,Saturday,2,18,True
489,2009-05-03,2009,5,May,2,Sunday,3,18,False
490,2009-05-04,2009,5,May,2,Monday,4,19,False
491,2009-05-05,2009,5,May,2,Tuesday,5,19,False
492,2009-05-06,2009,5,May,2,Wednesday,6,19,False
493,2009-05-07,2009,5,May,2,Thursday,7,19,False
494,2009-05-08,2009,5,May,2,Friday,8,19,True
495,2009-05-09,2009,5,May,2,Saturday,9,19,True
496,2009-05-10,2009,5,May,2,Sunday,10,19,False
497,2009-05-11,2009,5,May,2,Monday,11,20,False
498,2009-05-12,2009,5,May,2,Tuesday,12,20,False
499,2009-05-13,2009,5,May,2,Wednesday,13,20,False
500,2009-05-14,2009,5,May,2,Thursday,14,20,False
501,2009-05-15,2009,5,May,2,Friday,15,20,True
502,2009-05-16,2009,5,May,2,Saturday,16,20,True
503,2009-05-17,2009,5,May,2,Sunday,17,20,False
504,2009-05-18,2009,5,May,2,Monday,18,21,False
505,2009-05-19,2009,5,May,2,Tuesday,19,21,False
506,2009-05-20,2009,5,May,2,Wednesday,20,21,False
507,2009-05-21,2009,5,May,2,Thursday,21,21,False
508,2009-05-22,2009,5,May,2,Friday,22,21,True
509,2009-05-23,2009,5,May,2,Saturday,23,21,True
510,2009-05-24,2009,5,May,2,Sunday,24,21,False
511,2009-05-25,2009,5,May,2,Monday,25,22,False
512,2009-05-26,2009,5,May,2,Tuesday,26,22,False
513,2009-05-27,2009,5,May,2,Wednesday,27,22,False
514,2009-05-28,2009,5,May,2,Thursday,28,22,False
515,2009-05-29,2009,5,May,2,Friday,29,22,True
516,2009-05-30,2009,5,May,2,Saturday,30,22,True
517,2009-05-31,2009,5,May,2,Sunday,31,22,False
518,2009-06-01,2009,6,June,2,Monday,1,23,False
519,2009-06-02,2009,6,June,2,Tuesday,2,23,False
520,2009-06-03,2009,6,June,2,Wednesday,3,23,False
521,2009-06-04,2009,6,June,2,Thursday,4,23,False
522,2009-06-05,2009,6,June,2,Friday,5,23,True
523,2009-06-06,2009,6,June,2,Saturday,6,23,True
524,2009-06-07,2009,6,June,2,Sunday,7,23,False
525,2009-06-08,2009,6,June,2,Monday,8,24,False
526,2009-06-09,2009,6,June,2,Tuesday,9,24,False
527,2009-06-10,2009,6,June,2,Wednesday,10,24,False
528,2009-06-11,2009,6,June,2,Thursday,11,24,False
529,2009-06-12,2009,6,June,2,Friday,12,24,True
530,2009-06-13,2009,6,June,2,Saturday,13,24,True
531,2009-06-14,2009,6,June,2,Sunday,14,24,False
532,2009-06-15,2009,6,June,2,Monday,15,25,False
533,2009-06-16,2009,6,June,2,Tuesday,16,25,False
534,2009-06-17,2009,6,June,2,Wednesday,17,25,False
535,2009-06-18,2009,6,June,2,Thursday,18,25,False
536,2009-06-19,2009,6,June,2,Friday,19,25,True
537,2009-06-20,2009,6,June,2,Saturday,20,25,True
538,2009-06-21,2009,6,June,2,Sunday,21,25,False
539,2009-06-22,2009,6,June,2,Monday,22,26,False
540,2009-06-23,2009,6,June,2,Tuesday,23,26,False
541,2009-06-24,2009,6,June,2,Wednesday,24,26,False
542,2009-06-25,2009,6,June,2,Thursday,25,26,False
543,2009-06-26,2009,6,June,2,Friday,26,26,True
544,2009-06-27,2009,6,June,2,Saturday,27,26,True
545,2009-06-28,2009,6,June,2,Sunday,28,26,False
546,2009-06-29,2009,6,June,2,Monday,29,27,False
547,2009-06-30,2009,6,June,2,Tuesday,30,27,False
548,2009-07-01,2009,7,July,3,Wednesday,1,27,False
549,2009-07-02,2009,7,July,3,Thursday,2,27,False
550,2009-07-03,2009,7,July,3,Friday,3,27,True
551,2009-07-04,2009,7,July,3,Saturday,4,27,True
552,2009-07-05,2009,7,July,3,Sunday,5,27,False
553,2009-07-06,2009,7,July,3,Monday,6,28,False
554,2009-07-07,2009,7,July,3,Tuesday,7,28,False
555,2009-07-08,2009,7,July,3,Wednesday,8,28,False
556,2009-07-09,2009,7,July,3,Thursday,9,28,False
557,2009-07-10,2009,7,July,3,Friday,10,28,True
558,2009-07-11,2009,7,July,3,Saturday,11,28,True
559,2009-07-12,2009,7,July,3,Sunday,12,28,False
560,2009-07-13,2009,7,July,3,Monday,13,29,False
561,2009-07-14,2009,7,July,3,Tuesday,14,29,False
562,2009-07-15,2009,7,July,3,Wednesday,15,29,False
563,2009-07-16,2009,7,July,3,Thursday,16,29,False
564,2009-07-17,2009,7,July,3,Friday,17,29,True
565,2009-07-18,2009,7,July,3,Saturday,18,29,True
566,2009-07-19,2009,7,July,3,Sunday,19,29,False
567,2009-07-20,2009,7,July,3,Monday,20,30,False
568,2009-07-21,2009,7,July,3,Tuesday,21,30,False
569,2009-07-22,2009,7,July,3,Wednesday,22,30,False
570,2009-07-23,2009,7,July,3,Thursday,23,30,False
571,2009-07-24,2009,7,July,3,Friday,24,30,True
572,2009-07-25,2009,7,July,3,Saturday,25,30,True
573,2009-07-26,2009,7,July,3,Sunday,26,30,False
574,2009-07-27,2009,7,July,3,Monday,27,31,False
575,2009-07-28,2009,7,July,3,Tuesday,28,31,False
576,2009-07-29,2009,7,July,3,Wednesday,29,31,False
577,2009-07-30,2009,7,July,3,Thursday,30,31,False
578,2009-07-31,2009,7,July,3,Friday,31,31,True
579,2009-08-01,2009,8,August,3,Saturday,1,31,True
580,2009-08-02,2009,8,August,3,Sunday,2,31,False
581,2009-08-03,2009,8,August,3,Monday,3,32,False
582,2009-08-04,2009,8,August,3,Tuesday,4,32,False
583,2009-08-05,2009,8,August,3,Wednesday,5,32,False
584,2009-08-06,2009,8,August,3,Thursday,6,32,False
585,2009-08-07,2009,8,August,3,Friday,7,32,True
586,2009-08-08,2009,8,August,3,Saturday,8,32,True
587,2009-08-09,2009,8,August,3,Sunday,9,32,False
588,2009-08-10,2009,8,August,3,Monday,10,33,False
589,2009-08-11,2009,8,August,3,Tuesday,11,33,False
590,2009-08-12,2009,8,August,3,Wednesday,12,33,False
591,2009-08-13,2009,8,August,3,Thursday,13,33,False
592,2009-08-14,2009,8,August,3,Friday,14,33,True
593,2009-08-15,2009,8,August,3,Saturday,15,33,True
594,2009-08-16,2009,8,August,3,Sunday,16,33,False
595,2009-08-17,2009,8,August,3,Monday,17,34,False
596,2009-08-18,2009,8,August,3,Tuesday,18,34,False
597,2009-08-19,2009,8,August,3,Wednesday,19,34,False
598,2009-08-20,2009,8,August,3,Thursday,20,34,False
599,2009-08-21,2009,8,August,3,Friday,21,34,True
600,2009-08-22,2009,8,August,3,Saturday,22,34,True
601,2009-08-23,2009,8,August,3,Sunday,23,34,False
602,2009-08-24,2009,8,August,3,Monday,24,35,False
603,2009-08-25,2009,8,August,3,Tuesday,25,35,False
604,2009-08-26,2009,8,August,3,Wednesday,26,35,False
605,2009-08-27,2009,8,August,3,Thursday,27,35,False
606,2009-08-28,2009,8,August,3,Friday,28,35,True
607,2009-08-29,2009,8,August,3,Saturday,29,35,True
608,2009-08-30,2009,8,August,3,Sunday,30,35,False
609,2009-08-31,2009,8,August,3,Monday,31,36,False
610,2009-09-01,2009,9,September,3,Tuesday,1,36,False
611,2009-09-02,2009,9,September,3,Wednesday,2,36,False
612,2009-09-03,2009,9,September,3,Thursday,3,36,False
613,2009-09-04,2009,9,September,3,Friday,4,36,True
614,2009-09-05,2009,9,September,3,Saturday,5,36,True
615,2009-09-06,2009,9,September,3,Sunday,6,36,False
616,2009-09-07,2009,9,September,3,Monday,7,37,False
617,2009-09-08,2009,9,September,3,Tuesday,8,37,False
618,2009-09-09,2009,9,September,3,Wednesday,9,37,False
619,2009-09-10,2009,9,September,3,Thursday,10,37,False
620,2009-09-11,2009,9,September,3,Friday,11,37,True
621,2009-09-12,2009,9,September,3,Saturday,12,37,True
622,2009-09-13,2009,9,September,3,Sunday,13,37,False
623,2009-09-14,2009,9,September,3,Monday,14,38,False
624,2009-09-15,2009,9,September,3,Tuesday,15,38,False
625,2009-09-16,2009,9,September,3,Wednesday,16,38,False
626,2009-09-17,2009,9,September,3,Thursday,17,38,False
627,2009-09-18,2009,9,September,3,Friday,18,38,True
628,2009-09-19,2009,9,September,3,Saturday,19,38,True
629,2009-09-20,2009,9,September,3,Sunday,20,38,False
630,2009-09-21,2009,9,September,3,Monday,21,39,False
631,2009-09-22,2009,9,September,3,Tuesday,22,39,False
632,2009-09-23,2009,9,September,3,Wednesday,23,39,False
633,2009-09-24,2009,9,September,3,Thursday,24,39,False
634,2009-09-25,2009,9,September,3,Friday,25,39,True
635,2009-09-26,2009,9,September,3,Saturday,26,39,True
636,2009-09-27,2009,9,September,3,Sunday,27,39,False
637,2009-09-28,2009,9,September,3,Monday,28,40,False
638,2009-09-29,2009,9,September,3,Tuesday,29,40,False
639,2009-09-30,2009,9,September,3,Wednesday,30,40,False
640,2009-10-01,2009,10,October,4,Thursday,1,40,False
641,2009-10-02,2009,10,October,4,Friday,2,40,True
642,2009-10-03,2009,10,October,4,Saturday,3,40,True
643,2009-10-04,2009,10,October,4,Sunday,4,40,False
644,2009-10-05,2009,10,October,4,Monday,5,41,False
645,2009-10-06,2009,10,October,4,Tuesday,6,41,False
646,2009-10-07,2009,10,October,4,Wednesday,7,41,False
647,2009-10-08,2009,10,October,4,Thursday,8,41,False
648,2009-10-09,2009,10,October,4,Friday,9,41,True
649,2009-10-10,2009,10,October,4,Saturday,10,41,True
650,2009-10-11,2009,10,October,4,Sunday,11,41,False
651,2009-10-12,2009,10,October,4,Monday,12,42,False
652,2009-10-13,2009,10,October,4,Tuesday,13,42,False
653,2009-10-14,2009,10,October,4,Wednesday,14,42,False
654,2009-10-15,2009,10,October,4,Thursday,15,42,False
655,2009-10-16,2009,10,October,4,Friday,16,42,True
656,2009-10-17,2009,10,October,4,Saturday,17,42,True
657,2009-10-18,2009,10,October,4,Sunday,18,42,False
658,2009-10-19,2009,10,October,4,Monday,19,43,False
659,2009-10-20,2009,10,October,4,Tuesday,20,43,False
660,2009-10-21,2009,10,October,4,Wednesday,21,43,False
661,2009-10-22,2009,10,October,4,Thursday,22,43,False
662,2009-10-23,2009,10,October,4,Friday,23,43,True
663,2009-10-24,2009,10,October,4,Saturday,24,43,True
664,2009-10-25,2009,10,October,4,Sunday,25,43,False
665,2009-10-26,2009,10,October,4,Monday,26,44,False
666,2009-10-27,2009,10,October,4,Tuesday,27,44,False
667,2009-10-28,2009,10,October,4,Wednesday,28,44,False
668,2009-10-29,2009,10,October,4,Thursday,29,44,False
669,2009-10-30,2009,10,October,4,Friday,30,44,True
670,2009-10-31,2009,10,October,4,Saturday,31,44,True
671,2009-11-01,2009,11,November,4,Sunday,1,44,False
672,2009-11-02,2009,11,November,4,Monday,2,45,False
673,2009-11-03,2009,11,November,4,Tuesday,3,45,False
674,2009-11-04,2009,11,November,4,Wednesday,4,45,False
675,2009-11-05,2009,11,November,4,Thursday,5,45,False
676,2009-11-06,2009,11,November,4,Friday,6,45,True
677,2009-11-07,2009,11,November,4,Saturday,7,45,True
678,2009-11-08,2009,11,November,4,Sunday,8,45,False
679,2009-11-09,2009,11,November,4,Monday,9,46,False
680,2009-11-10,2009,11,November,4,Tuesday,10,46,False
681,2009-11-11,2009,11,November,4,Wednesday,11,46,False
682,2009-11-12,2009,11,November,4,Thursday,12,46,False
683,2009-11-13,2009,11,November,4,Friday,13,46,True
684,2009-11-14,2009,11,November,4,Saturday,14,46,True
685,2009-11-15,2009,11,November,4,Sunday,15,46,False
686,2009-11-16,2009,11,November,4,Monday,16,47,False
687,2009-11-17,2009,11,November,4,Tuesday,17,47,False
688,2009-11-18,2009,11,November,4,Wednesday,18,47,False
689,2009-11-19,2009,11,November,4,Thursday,19,47,False
690,2009-11-20,2009,11,November,4,Friday,20,47,True
691,2009-11-21,2009,11,November,4,Saturday,21,47,True
692,2009-11-22,2009,11,November,4,Sunday,22,47,False
693,2009-11-23,2009,11,November,4,Monday,23,48,False
694,2009-11-24,2009,11,November,4,Tuesday,24,48,False
695,2009-11-25,2009,11,November,4,Wednesday,25,48,False
696,2009-11-26,2009,11,November,4,Thursday,26,48,False
697,2009-11-27,2009,11,November,4,Friday,27,48,True
698,2009-11-28,2009,11,November,4,Saturday,28,48,True
699,2009-11-29,2009,11,November,4,Sunday,29,48,False
700,2009-11-30,2009,11,November,4,Monday,30,49,False
701,2009-12-01,2009,12,December,4,Tuesday,1,49,False
702,2009-12-02,2009,12,December,4,Wednesday,2,49,False
703,2009-12-03,2009,12,December,4,Thursday,3,49,False
704,2009-12-04,2009,12,December,4,Friday,4,49,True
705,2009-12-05,2009,12,December,4,Saturday,5,49,True
706,2009-12-06,2009,12,December,4,Sunday,6,49,False
707,2009-12-07,2009,12,December,4,Monday,7,50,False
708,2009-12-08,2009,12,December,4,Tuesday,8,50,False
709,2009-12-09,2009,12,December,4,Wednesday,9,50,False
710,2009-12-10,2009,12,December,4,Thursday,10,50,False
711,2009-12-11,2009,12,December,4,Friday,11,50,True
712,2009-12-12,2009,12,December,4,Saturday,12,50,True
713,2009-12-13,2009,12,December,4,Sunday,13,50,False
714,2009-12-14,2009,12,December,4,Monday,14,51,False
715,2009-12-15,2009,12,December,4,Tuesday,15,51,False
716,2009-12-16,2009,12,December,4,Wednesday,16,51,False
717,2009-12-17,2009,12,December,4,Thursday,17,51,False
718,2009-12-18,2009,12,December,4,Friday,18,51,True
719,2009-12-19,2009,12,December,4,Saturday,19,51,True
720,2009-12-20,2009,12,December,4,Sunday,20,51,False
721,2009-12-21,2009,12,December,4,Monday,21,52,False
722,2009-12-22,2009,12,December,4,Tuesday,22,52,False
723,2009-12-23,2009,12,December,4,Wednesday,23,52,False
724,2009-12-24,2009,12,December,4,Thursday,24,52,False
725,2009-12-25,2009,12,December,4,Friday,25,52,True
726,2009-12-26,2009,12,December,4,Saturday,26,52,True
727,2009-12-27,2009,12,December,4,Sunday,27,52,False
728,2009-12-28,2009,12,December,4,Monday,28,53,False
729,2009-12-29,2009,12,December,4,Tuesday,29,53,False
730,2009-12-30,2009,12,December,4,Wednesday,30,53,False
731,2009-12-31,2009,12,December,4,Thursday,31,53,False
